"PVWatts: Hourly PV Performance Data"
"Requested Location:","78249"
"Location:","SAN ANTONIO INTL AP, TX"
"Lat (deg N):","29.53"
"Long (deg W):","98.47"
"Elev (m):","247"
"DC System Size (kW):","4"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.1"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.09"
"Capacity Factor (%)","16.9"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","16","8","225","72","4.4","4.6","165.182","6.313","579.172","545.064"
"1","16","9","292","182","8.3","6.2","370.176","13.68","1318.815","1265.424"
"1","16","10","96","195","9.4","6.2","270.935","13.328","980.25","936.264"
"1","16","11","237","327","11.1","8.2","555.325","18.42","1966.581","1892.473"
"1","16","12","185","266","12.2","8.2","449.692","18.239","1594.817","1533.036"
"1","16","13","5","230","12.2","7.7","232.421","15.105","836.669","796.376"
"1","16","14","20","241","11.1","7.7","257.551","14.169","930.687","887.996"
"1","16","15","9","172","10.6","7.7","177.466","12.473","645.973","610.315"
"1","16","16","9","90","10","6.2","92.781","10.6","339.67","310.807"
"1","16","17","0","39","9.4","3.6","40.933","8.862","151.491","126.406"
"1","16","18","0","0","8.9","4.1","0","8.9","0","0"
"1","16","19","0","0","8.9","5.7","0","8.9","0","0"
"1","16","20","0","0","8.9","6.2","0","8.9","0","0"
"1","16","21","0","0","8.9","5.7","0","8.9","0","0"
"1","16","22","0","0","8.3","7.7","0","8.3","0","0"
"1","16","23","0","0","7.8","5.7","0","7.8","0","0"
"1","17","0","0","0","7.8","6.7","0","7.8","0","0"
"1","17","1","0","0","6.7","6.7","0","6.7","0","0"
"1","17","2","0","0","6.1","6.2","0","6.1","0","0"
"1","17","3","0","0","5.6","6.7","0","5.6","0","0"
"1","17","4","0","0","4.4","8.2","0","4.4","0","0"
"1","17","5","0","0","3.9","7.2","0","3.9","0","0"
"1","17","6","0","0","2.8","6.7","0","2.8","0","0"
"1","17","7","0","12","2.2","7.7","11.369","1.299","43.467","20.414"
"1","17","8","4","66","2.8","5.2","67.219","2.673","254.795","227.674"
"1","17","9","0","189","3.3","7.7","194.779","5.205","732.379","694.659"
"1","17","10","0","240","3.9","6.2","243.212","7.087","907.087","865.005"
"1","17","11","2","305","4.4","4.1","312.121","10.149","1148.618","1100.077"
"1","17","12","1","309","3.9","4.1","313.761","9.83","1156.288","1107.533"
"1","17","13","1","337","4.4","5.2","345.603","10.128","1271.966","1219.934"
"1","17","14","2","295","3.9","2.6","303.327","10.858","1112.763","1065.212"
"1","17","15","0","231","5","5.2","237.412","8.634","879.518","838.142"
"1","17","16","1","119","4.4","5.2","121.299","5.688","455.018","423.69"
"1","17","17","0","36","3.9","4.6","36.866","3.338","139.731","114.873"
"1","17","18","0","0","3.9","3.6","0","3.9","0","0"
"1","17","19","0","0","3.9","4.6","0","3.9","0","0"
"1","17","20","0","0","3.9","3.6","0","3.9","0","0"
"1","17","21","0","0","3.9","4.1","0","3.9","0","0"
"1","17","22","0","0","4.4","4.6","0","4.4","0","0"
"1","17","23","0","0","3.9","5.2","0","3.9","0","0"
"1","18","0","0","0","3.9","5.7","0","3.9","0","0"
"1","18","1","0","0","3.9","5.7","0","3.9","0","0"
"1","18","2","0","0","3.9","5.7","0","3.9","0","0"
"1","18","3","0","0","3.9","6.2","0","3.9","0","0"
"1","18","4","0","0","3.9","4.1","0","3.9","0","0"
"1","18","5","0","0","3.3","4.6","0","3.3","0","0"
"1","18","6","0","0","3.3","4.1","0","3.3","0","0"
"1","18","7","0","17","3.3","4.1","16.371","2.067","62.388","38.987"
"1","18","8","0","89","3.9","4.1","92.752","4.32","350.08","320.999"
"1","18","9","1","172","4.4","4.6","175.649","6.665","656.226","620.326"
"1","18","10","1","150","5","4.1","147.177","6.974","549.151","515.727"
"1","18","11","1","185","5.6","4.1","182.13","8.288","675.725","639.364"
"1","18","12","1","199","5.6","2.1","196.106","9.571","723.515","686.009"
"1","18","13","1","181","5.6","3.6","177.673","8.485","658.628","622.672"
"1","18","14","0","271","5","5.2","274.702","9.152","1015.362","970.446"
"1","18","15","1","225","3.9","4.1","230.87","7.926","857.876","817.049"
"1","18","16","0","124","3.9","4.6","126.299","5.397","474.499","442.743"
"1","18","17","0","42","2.8","4.1","44.417","2.379","169.039","143.614"
"1","18","18","0","0","2.8","3.1","0","2.8","0","0"
"1","18","19","0","0","2.8","4.1","0","2.8","0","0"
"1","18","20","0","0","2.8","3.1","0","2.8","0","0"
"1","18","21","0","0","2.8","4.1","0","2.8","0","0"
"1","18","22","0","0","2.8","4.1","0","2.8","0","0"
"1","18","23","0","0","2.8","3.6","0","2.8","0","0"
"1","19","0","0","0","2.2","4.1","0","2.2","0","0"
"1","19","1","0","0","2.2","4.1","0","2.2","0","0"
"1","19","2","0","0","1.7","4.6","0","1.7","0","0"
"1","19","3","0","0","1.7","4.1","0","1.7","0","0"
"1","19","4","0","0","1.1","4.1","0","1.1","0","0"
"1","19","5","0","0","1.1","4.1","0","1.1","0","0"
"1","19","6","0","0","1.1","3.6","0","1.1","0","0"
"1","19","7","0","11","1.1","3.6","10.418","-0.368","40.112","17.121"
"1","19","8","0","56","1.7","3.1","54.579","1.166","208.785","182.581"
"1","19","9","1","105","1.7","4.1","102.663","2.408","390.579","360.642"
"1","19","10","1","155","1.7","4.6","152.313","3.485","576.909","542.853"
"1","19","11","1","174","2.2","5.2","170.706","4.293","644.367","608.746"
"1","19","12","1","215","2.8","5.2","212.686","5.734","797.883","758.558"
"1","19","13","0","192","3.3","3.6","188.111","6.467","703.466","666.444"
"1","19","14","1","168","3.9","3.6","165.013","6.465","617.076","582.093"
"1","19","15","1","124","4.4","4.1","121.171","5.773","454.445","423.129"
"1","19","16","1","74","4.4","3.6","71.878","4.61","270.835","243.389"
"1","19","17","0","23","3.9","2.6","21.809","2.673","82.896","59.114"
"1","19","18","0","0","3.9","2.1","0","3.9","0","0"
"1","19","19","0","0","4.4","1.5","0","4.4","0","0"
"1","19","20","0","0","4.4","3.1","0","4.4","0","0"
"1","19","21","0","0","3.9","3.1","0","3.9","0","0"
"1","19","22","0","0","3.3","1.5","0","3.3","0","0"
"1","19","23","0","0","3.3","2.1","0","3.3","0","0"
"1","20","0","0","0","3.9","4.6","0","3.9","0","0"
"1","20","1","0","0","3.9","6.2","0","3.9","0","0"
"1","20","2","0","0","3.9","4.1","0","3.9","0","0"
"1","20","3","0","0","4.4","3.6","0","4.4","0","0"
"1","20","4","0","0","3.9","3.1","0","3.9","0","0"
"1","20","5","0","0","3.3","3.6","0","3.3","0","0"
"1","20","6","0","0","2.8","4.6","0","2.8","0","0"
"1","20","7","170","10","2.2","3.1","47.804","1.533","141.475","116.583"
"1","20","8","683","25","5.6","3.6","276.819","10.434","901.242","859.311"
"1","20","9","860","38","8.9","5.7","527.686","17.591","1814.339","1745.422"
"1","20","10","936","48","11.7","4.1","731.357","27.167","2464.461","2372"
"1","20","11","969","55","13.9","7.2","867.223","27.286","2940.767","2828.771"
"1","20","12","984","58","16.1","7.2","929.75","30.633","3107.805","2988.5"
"1","20","13","980","57","17.8","9.3","909.668","29.884","3050.217","2933.459"
"1","20","14","966","52","18.3","7.2","816.649","31.118","2712.49","2610.097"
"1","20","15","916","43","18.9","6.2","643.876","29.923","2123.317","2043.659"
"1","20","16","801","31","17.8","7.7","410.006","23.647","1330.647","1276.909"
"1","20","17","468","17","13.3","4.1","142.447","15.744","411.42","381.036"
"1","20","18","0","0","12.8","2.6","0","12.8","0","0"
"1","20","19","0","0","7.8","3.6","0","7.8","0","0"
"1","20","20","0","0","6.1","4.1","0","6.1","0","0"
"1","20","21","0","0","5.6","4.1","0","5.6","0","0"
"1","20","22","0","0","5.6","5.2","0","5.6","0","0"
"1","20","23","0","0","3.9","3.6","0","3.9","0","0"
"1","21","0","0","0","3.9","3.6","0","3.9","0","0"
"1","21","1","0","0","3.3","2.1","0","3.3","0","0"
"1","21","2","0","0","2.8","4.6","0","2.8","0","0"
"1","21","3","0","0","3.9","3.6","0","3.9","0","0"
"1","21","4","0","0","3.9","2.6","0","3.9","0","0"
"1","21","5","0","0","3.3","2.1","0","3.3","0","0"
"1","21","6","0","0","3.9","4.6","0","3.9","0","0"
"1","21","7","25","23","5","5.2","30.601","4.389","109.491","85.208"
"1","21","8","214","55","6.7","4.1","146.103","8.352","505.192","472.757"
"1","21","9","143","168","9.4","6.2","263.681","12.919","947.711","904.577"
"1","21","10","493","173","10.6","4.6","559.072","21.1","1944.589","1871.243"
"1","21","11","523","137","12.8","6.2","604.136","22.758","2094.467","2015.846"
"1","21","12","830","126","13.9","4.6","881.969","31.569","2935.505","2823.735"
"1","21","13","860","76","15","4.6","831.182","32.138","2757.258","2653.017"
"1","21","14","795","113","15.6","6.2","761.243","28.629","2560.955","2464.692"
"1","21","15","794","68","15.6","5.2","600.989","26.984","2013.131","1937.396"
"1","21","16","725","35","14.4","6.7","381.538","20.267","1260.836","1209.125"
"1","21","17","443","20","11.7","4.1","141.795","14.052","417.639","387.122"
"1","21","18","0","0","9.4","3.1","0","9.4","0","0"
"1","21","19","0","0","6.7","4.1","0","6.7","0","0"
"1","21","20","0","0","5.6","4.1","0","5.6","0","0"
"1","21","21","0","0","4.4","5.2","0","4.4","0","0"
"1","21","22","0","0","3.3","4.1","0","3.3","0","0"
"1","21","23","0","0","1.1","4.1","0","1.1","0","0"
"1","22","0","0","0","2.8","3.6","0","2.8","0","0"
"1","22","1","0","0","1.7","4.6","0","1.7","0","0"
"1","22","2","0","0","0.6","3.6","0","0.6","0","0"
"1","22","3","0","0","0","4.1","0","0","0","0"
"1","22","4","0","0","0","2.1","0","0","0","0"
"1","22","5","0","0","-0.6","3.1","0","-0.6","0","0"
"1","22","6","0","0","-0.6","4.1","0","-0.6","0","0"
"1","22","7","71","19","-0.6","1.5","36.172","-1.306","122.429","97.901"
"1","22","8","430","61","3.9","2.1","231.211","8.319","783.959","744.979"
"1","22","9","581","96","8.3","1.5","445.012","20.249","1522.494","1462.974"
"1","22","10","761","95","10","1.5","667.004","28.994","2230.96","2147.369"
"1","22","11","784","143","12.2","2.6","827.576","32.831","2734.131","2630.847"
"1","22","12","759","158","13.3","2.6","861.491","35.116","2818.427","2711.633"
"1","22","13","868","79","15.6","4.1","843.336","34.005","2772.367","2667.499"
"1","22","14","861","75","15","2.6","766.043","34.529","2503.711","2409.713"
"1","22","15","899","47","16.7","4.1","641.892","30.66","2110.991","2031.777"
"1","22","16","705","50","16.1","3.1","394.484","25.472","1277.967","1225.762"
"1","22","17","475","18","13.3","3.6","145.713","15.955","421.384","390.786"
"1","22","18","0","0","11.1","3.1","0","11.1","0","0"
"1","22","19","0","0","9.4","2.1","0","9.4","0","0"
"1","22","20","0","0","9.4","2.1","0","9.4","0","0"
"1","22","21","0","0","3.9","3.1","0","3.9","0","0"
"1","22","22","0","0","3.3","3.1","0","3.3","0","0"
"1","22","23","0","0","1.7","3.1","0","1.7","0","0"
"1","23","0","0","0","2.2","2.1","0","2.2","0","0"
"1","23","1","0","0","0.6","4.1","0","0.6","0","0"
"1","23","2","0","0","0.6","3.6","0","0.6","0","0"
"1","23","3","0","0","0","3.1","0","0","0","0"
"1","23","4","0","0","0","2.1","0","0","0","0"
"1","23","5","0","0","1.1","2.1","0","1.1","0","0"
"1","23","6","0","0","-0.6","4.1","0","-0.6","0","0"
"1","23","7","105","14","0","3.1","38.874","-0.554","124.148","99.587"
"1","23","8","582","37","3.9","3.1","257.798","8.487","855.972","815.193"
"1","23","9","790","55","12.2","1.5","510.686","26.043","1692.062","1627.17"
"1","23","10","877","69","15.6","5.7","716.843","28.091","2406.639","2316.418"
"1","23","11","921","78","16.7","6.7","858.882","30.586","2867.703","2758.829"
"1","23","12","945","82","17.8","6.7","929.166","33.01","3070.856","2953.189"
"1","23","13","943","81","18.3","6.2","912.167","34.063","2997.938","2883.467"
"1","23","14","915","74","18.9","5.7","809.184","33.632","2656.596","2556.487"
"1","23","15","852","62","18.9","5.2","631.302","30.958","2075.055","1997.128"
"1","23","16","721","46","18.3","5.2","398.794","25.658","1290.605","1238.035"
"1","23","17","367","25","16.7","4.6","129.964","18.709","383.136","353.358"
"1","23","18","0","0","14.4","3.6","0","14.4","0","0"
"1","23","19","0","0","12.8","3.1","0","12.8","0","0"
"1","23","20","0","0","8.3","3.1","0","8.3","0","0"
"1","23","21","0","0","5.6","3.1","0","5.6","0","0"
"1","23","22","0","0","3.9","4.1","0","3.9","0","0"
"1","23","23","0","0","3.9","4.6","0","3.9","0","0"
"1","24","0","0","0","3.3","4.1","0","3.3","0","0"
"1","24","1","0","0","3.3","4.1","0","3.3","0","0"
"1","24","2","0","0","2.2","3.6","0","2.2","0","0"
"1","24","3","0","0","1.7","3.6","0","1.7","0","0"
"1","24","4","0","0","1.1","3.1","0","1.1","0","0"
"1","24","5","0","0","2.8","5.2","0","2.8","0","0"
"1","24","6","0","0","0.6","3.1","0","0.6","0","0"
"1","24","7","194","10","2.2","2.1","51.816","1.94","150.677","125.607"
"1","24","8","711","24","7.8","2.6","285.881","13.402","917.996","875.633"
"1","24","9","882","37","13.3","2.1","540.941","26.765","1783.246","1715.364"
"1","24","10","956","47","18.9","5.2","748.636","32.767","2456.502","2364.351"
"1","24","11","991","54","21.1","5.2","890.083","37.963","2865.87","2757.074"
"1","24","12","1005","56","22.8","7.7","953.056","37.171","3085.768","2967.441"
"1","24","13","1000","55","23.9","5.2","932.771","41.886","2947.869","2835.567"
"1","24","14","978","51","23.3","6.2","833.561","37.767","2680.971","2579.87"
"1","24","15","928","42","23.9","7.2","658.822","34.224","2130.248","2050.34"
"1","24","16","821","31","23.3","5.2","426.346","31.287","1338.703","1284.729"
"1","24","17","532","17","21.1","4.1","159.537","24.05","442.492","411.437"
"1","24","18","0","0","17.8","3.1","0","17.8","0","0"
"1","24","19","0","0","16.1","3.1","0","16.1","0","0"
"1","24","20","0","0","15","2.6","0","15","0","0"
"1","24","21","0","0","8.3","3.1","0","8.3","0","0"
"1","24","22","0","0","6.1","3.6","0","6.1","0","0"
"1","24","23","0","0","5.6","2.1","0","5.6","0","0"
"1","25","0","0","0","3.9","4.1","0","3.9","0","0"
"1","25","1","0","0","3.9","3.1","0","3.9","0","0"
"1","25","2","0","0","3.3","4.1","0","3.3","0","0"
"1","25","3","0","0","2.2","4.1","0","2.2","0","0"
"1","25","4","0","0","2.8","3.6","0","2.8","0","0"
"1","25","5","0","0","2.2","2.6","0","2.2","0","0"
"1","25","6","0","0","3.3","3.1","0","3.3","0","0"
"1","25","7","17","21","3.3","1.5","24.743","1.607","90.359","66.436"
"1","25","8","98","84","7.2","0","128.428","9.609","457.088","425.715"
"1","25","9","50","148","11.1","0","181.333","17.271","642.781","607.198"
"1","25","10","271","239","15.6","2.1","464.745","26.719","1578.636","1517.365"
"1","25","11","158","254","17.8","4.1","406.326","26.129","1388.778","1333.322"
"1","25","12","502","279","20.6","4.1","767.134","36.422","2494.736","2401.09"
"1","25","13","524","243","22.2","4.1","739.416","38.114","2383.602","2294.265"
"1","25","14","349","246","23.3","4.1","552.272","35.244","1803.242","1734.695"
"1","25","15","445","167","23.9","3.6","488.044","34.607","1585.212","1523.734"
"1","25","16","144","160","22.8","4.6","246.007","27.441","821.577","781.663"
"1","25","17","6","32","20.6","3.1","32.523","20.435","113.035","88.685"
"1","25","18","0","0","18.3","3.1","0","18.3","0","0"
"1","25","19","0","0","17.8","3.1","0","17.8","0","0"
"1","25","20","0","0","14.4","3.1","0","14.4","0","0"
"1","25","21","0","0","14.4","4.1","0","14.4","0","0"
"1","25","22","0","0","13.9","3.1","0","13.9","0","0"
"1","25","23","0","0","9.4","2.1","0","9.4","0","0"
"1","26","0","0","0","8.3","3.1","0","8.3","0","0"
"1","26","1","0","0","8.9","4.1","0","8.9","0","0"
"1","26","2","0","0","7.8","3.6","0","7.8","0","0"
"1","26","3","0","0","8.9","3.1","0","8.9","0","0"
"1","26","4","0","0","9.4","2.1","0","9.4","0","0"
"1","26","5","0","0","10","2.6","0","10","0","0"
"1","26","6","0","0","12.2","2.6","0","12.2","0","0"
"1","26","7","0","21","11.7","2.1","20.675","10.229","76.059","52.404"
"1","26","8","12","76","13.9","2.1","80.397","14.193","288.617","260.809"
"1","26","9","10","145","14.4","3.6","149.585","16.417","534.597","501.502"
"1","26","10","10","228","15.6","4.6","235.616","19.311","831.921","791.747"
"1","26","11","9","262","16.7","5.2","269.201","20.944","943.614","900.587"
"1","26","12","2","344","17.8","4.1","350.975","24.539","1209.96","1159.699"
"1","26","13","4","272","17.8","3.6","274.961","23.325","953.286","910.007"
"1","26","14","68","326","17.8","1.5","402.324","28.564","1359.804","1305.207"
"1","26","15","11","161","18.3","2.6","165.735","21.93","577.891","543.812"
"1","26","16","3","165","18.3","2.6","172.492","21.423","603.032","568.375"
"1","26","17","7","30","16.1","3.1","30.471","15.604","107.971","83.717"
"1","26","18","0","1","15","2.1","0.97","13.168","3.522","0"
"1","26","19","0","0","15","2.1","0","15","0","0"
"1","26","20","0","0","13.9","3.1","0","13.9","0","0"
"1","26","21","0","0","13.3","2.1","0","13.3","0","0"
"1","26","22","0","0","11.7","2.1","0","11.7","0","0"
"1","26","23","0","0","12.8","2.1","0","12.8","0","0"
"1","27","0","0","0","11.1","3.6","0","11.1","0","0"
"1","27","1","0","0","10","3.1","0","10","0","0"
"1","27","2","0","0","10.6","4.1","0","10.6","0","0"
"1","27","3","0","0","10.6","3.1","0","10.6","0","0"
"1","27","4","0","0","13.3","4.1","0","13.3","0","0"
"1","27","5","0","0","13.3","3.1","0","13.3","0","0"
"1","27","6","0","0","12.8","3.6","0","12.8","0","0"
"1","27","7","10","20","11.7","3.6","22.118","10.534","78.927","55.218"
"1","27","8","131","77","12.2","3.1","131.439","13.7","454.356","423.043"
"1","27","9","382","133","13.9","5.7","372.268","19.606","1285.619","1233.193"
"1","27","10","351","206","17.2","4.6","485.773","26.446","1650.591","1587.035"
"1","27","11","726","137","18.9","3.6","778.284","35.85","2534.159","2438.96"
"1","27","12","817","142","20.6","5.7","897.204","36.74","2912.213","2801.442"
"1","27","13","941","78","21.1","1.5","914.967","47.727","2806.117","2699.84"
"1","27","14","827","107","21.7","3.1","790.637","40.67","2508.22","2414.045"
"1","27","15","759","90","22.2","4.1","613.558","35.537","1976.652","1902.194"
"1","27","16","542","75","21.7","5.2","353.88","28.217","1143.775","1095.368"
"1","27","17","299","35","19.4","4.1","125.832","21.449","378.836","349.148"
"1","27","18","5","1","17.2","3.6","1.665","15.959","4.86","0"
"1","27","19","0","0","16.7","3.1","0","16.7","0","0"
"1","27","20","0","0","13.3","3.1","0","13.3","0","0"
"1","27","21","0","0","12.2","3.1","0","12.2","0","0"
"1","27","22","0","0","11.1","3.1","0","11.1","0","0"
"1","27","23","0","0","10","3.6","0","10","0","0"
"1","28","0","0","0","10.6","2.6","0","10.6","0","0"
"1","28","1","0","0","8.3","4.1","0","8.3","0","0"
"1","28","2","0","0","6.7","3.6","0","6.7","0","0"
"1","28","3","0","0","6.1","4.1","0","6.1","0","0"
"1","28","4","0","0","5.6","4.6","0","5.6","0","0"
"1","28","5","0","0","6.1","4.6","0","6.1","0","0"
"1","28","6","0","0","5","3.6","0","5","0","0"
"1","28","7","111","15","5","3.6","40.808","4.183","127.517","102.891"
"1","28","8","578","38","9.4","2.1","258.465","14.585","836.981","796.681"
"1","28","9","778","57","14.4","1.5","512.668","28.255","1683.185","1618.581"
"1","28","10","868","72","18.9","2.1","719.288","37.462","2308.302","2221.825"
"1","28","11","858","82","21.1","5.7","818.226","35.747","2664.871","2564.426"
"1","28","12","927","85","21.1","5.2","925.763","38.739","2974.765","2861.301"
"1","28","13","762","136","22.2","5.2","836.718","38.335","2693.654","2592.034"
"1","28","14","846","72","23.9","8.2","762.104","34.889","2488.188","2394.799"
"1","28","15","742","96","24.4","8.2","612.911","33.157","1998.859","1923.625"
"1","28","16","294","109","24.4","7.2","263.931","28.273","864.307","823.317"
"1","28","17","116","40","20.6","6.7","78.446","21.151","251.021","223.975"
"1","28","18","3","2","18.9","5.7","2.356","17.861","7.716","0"
"1","28","19","0","0","17.2","4.1","0","17.2","0","0"
"1","28","20","0","0","16.7","3.1","0","16.7","0","0"
"1","28","21","0","0","15","3.1","0","15","0","0"
"1","28","22","0","0","15","4.1","0","15","0","0"
"1","28","23","0","0","15","6.2","0","15","0","0"
"1","29","0","0","0","15","6.2","0","15","0","0"
"1","29","1","0","0","15","5.2","0","15","0","0"
"1","29","2","0","0","14.4","5.2","0","14.4","0","0"
"1","29","3","0","0","14.4","4.6","0","14.4","0","0"
"1","29","4","0","0","15","5.2","0","15","0","0"
"1","29","5","0","0","15","5.2","0","15","0","0"
"1","29","6","0","0","15","4.6","0","15","0","0"
"1","29","7","15","20","15.6","6.2","22.95","14.826","79.291","55.576"
"1","29","8","35","84","16.1","6.7","100.829","16.684","354.681","325.504"
"1","29","9","63","169","17.2","7.2","212.036","19.617","743.379","705.392"
"1","29","10","733","118","19.4","8.8","681.598","28.204","2290.94","2205.115"
"1","29","11","456","202","21.1","8.2","621.136","29.858","2083.82","2005.58"
"1","29","12","742","136","22.8","7.7","831.28","35.076","2720.855","2618.119"
"1","29","13","626","249","23.9","5.7","839.471","39.104","2692.972","2591.38"
"1","29","14","191","298","23.3","4.1","477.009","33.859","1570.013","1509.012"
"1","29","15","391","184","23.3","3.6","465.802","33.36","1524.494","1464.912"
"1","29","16","327","101","23.9","4.1","278.147","29.51","904.051","862.047"
"1","29","17","108","53","22.2","3.6","89.04","23.408","286.813","259.042"
"1","29","18","6","1","20","2.1","1.801","18.527","5.067","0"
"1","29","19","0","0","17.2","2.1","0","17.2","0","0"
"1","29","20","0","0","18.3","3.1","0","18.3","0","0"
"1","29","21","0","0","17.8","4.1","0","17.8","0","0"
"1","29","22","0","0","16.7","3.1","0","16.7","0","0"
"1","29","23","0","0","17.2","3.6","0","17.2","0","0"
"1","30","0","0","0","17.2","2.6","0","17.2","0","0"
"1","30","1","0","0","17.2","2.6","0","17.2","0","0"
"1","30","2","0","0","17.2","3.6","0","17.2","0","0"
"1","30","3","0","0","16.7","1.5","0","16.7","0","0"
"1","30","4","0","0","17.2","1.5","0","17.2","0","0"
"1","30","5","0","0","17.2","3.6","0","17.2","0","0"
"1","30","6","0","0","13.9","7.7","0","13.9","0","0"
"1","30","7","13","19","10.6","6.7","21.363","9.786","75.702","52.054"
"1","30","8","213","84","10","7.2","173.389","11.648","598.331","563.782"
"1","30","9","584","114","11.1","9.3","469.464","16.611","1636.792","1573.678"
"1","30","10","628","169","13.3","6.2","660.746","24.127","2266.369","2181.463"
"1","30","11","528","231","13.9","7.2","714.325","24.801","2454.816","2362.731"
"1","30","12","535","241","15.6","8.2","759.813","26.34","2594.881","2497.263"
"1","30","13","610","240","16.7","6.2","816.87","30.605","2732.688","2629.464"
"1","30","14","405","241","17.2","6.2","594.449","27.355","2016.765","1940.903"
"1","30","15","53","210","16.7","6.7","254.089","20.479","890.518","848.861"
"1","30","16","110","132","15.6","6.2","196.16","18.148","685.096","648.512"
"1","30","17","73","47","13.3","6.7","71.971","13.573","245.535","218.6"
"1","30","18","1","1","11.7","5.7","1.108","10.534","3.844","0"
