"PVWatts: Hourly PV Performance Data"
"Requested Location:","78249"
"Location:","SAN ANTONIO INTL AP, TX"
"Lat (deg N):","29.53"
"Long (deg W):","98.47"
"Elev (m):","247"
"DC System Size (kW):","4"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.1"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.09"
"Capacity Factor (%)","16.9"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"6","29","20","0","0","31.1","4.1","0","31.1","0","0"
"6","29","21","0","0","30","4.1","0","30","0","0"
"6","29","22","0","0","28.3","3.6","0","28.3","0","0"
"6","29","23","0","0","27.2","2.6","0","27.2","0","0"
"6","30","0","0","0","26.1","3.1","0","26.1","0","0"
"6","30","1","0","0","25.6","4.1","0","25.6","0","0"
"6","30","2","0","0","25","2.6","0","25","0","0"
"6","30","3","0","0","23.9","2.1","0","23.9","0","0"
"6","30","4","0","0","23.9","2.6","0","23.9","0","0"
"6","30","5","0","2","23.3","2.1","1.94","21.677","6.777","0"
"6","30","6","2","50","23.3","2.1","46.503","22.843","161.383","136.107"
"6","30","7","172","133","25","2.6","170.775","27.86","546.269","512.91"
"6","30","8","201","184","26.7","1.5","276.37","33.542","894.072","852.324"
"6","30","9","605","217","30","3.1","634.242","43.907","1969.151","1894.954"
"6","30","10","485","345","31.1","2.6","751.918","49.333","2286.8","2201.13"
"6","30","11","616","347","32.8","2.1","928.872","56.645","2719.081","2616.418"
"6","30","12","598","334","34.4","3.1","924.32","55.985","2716.328","2613.777"
"6","30","13","738","210","35.6","3.6","921.335","56.112","2705.139","2603.049"
"6","30","14","368","329","36.1","6.2","650.679","47.621","1998.254","1923.042"
"6","30","15","102","323","35","4.1","387.818","43.381","1216.488","1166.042"
"6","30","16","385","261","36.1","3.6","461.532","45.941","1405.122","1349.177"
"6","30","17","306","116","33.9","4.1","210.917","38.23","631.319","596.004"
"6","30","18","288","62","32.2","3.6","81.111","33.326","216.047","189.7"
"6","30","19","23","10","30","3.1","8.634","29.123","29.126","6.336"
"6","30","20","0","0","28.9","3.6","0","28.9","0","0"
"6","30","21","0","0","28.3","3.5","0","28.3","0","0"
"6","30","22","0","0","27.6","3.3","0","27.6","0","0"
"6","30","23","0","0","27","3.2","0","27","0","0"
"7","1","0","0","0","26.3","3","0","26.3","0","0"
"7","1","1","0","0","25.7","2.9","0","25.7","0","0"
"7","1","2","0","0","25","2.7","0","25","0","0"
"7","1","3","0","0","24.4","2.6","0","24.4","0","0"
"7","1","4","0","0","23.9","1.5","0","23.9","0","0"
"7","1","5","6","9","23.9","1.5","8.729","22.309","30.406","7.593"
"7","1","6","196","55","25","1.5","53.68","24.772","165.323","139.97"
"7","1","7","110","191","26.1","2.1","204.928","30.087","666.981","630.827"
"7","1","8","462","217","27.8","2.6","438.405","37.641","1376.749","1321.65"
"7","1","9","207","275","28.9","2.1","411.48","39.381","1313.227","1259.999"
"7","1","10","639","189","30.6","2.6","731.618","47.836","2241.342","2157.366"
"7","1","11","635","229","31.7","2.1","832.651","53.254","2482.907","2389.725"
"7","1","12","865","197","33.3","1.5","1047.106","62.355","2969.272","2856.045"
"7","1","13","741","182","33.9","2.6","894.55","56.262","2624.325","2525.523"
"7","1","14","802","151","34.4","2.6","854.83","55.508","2514.631","2420.203"
"7","1","15","739","180","35.6","3.1","724.759","52.709","2152.379","2071.668"
"7","1","16","797","93","35.6","2.1","532.161","49.854","1563.736","1502.932"
"7","1","17","603","79","35","3.1","276.316","41.481","781.924","742.994"
"7","1","18","462","52","34.4","2.6","89.903","36.153","210.393","184.158"
"7","1","19","101","15","33.3","1.5","11.581","32.519","38.431","15.471"
"7","1","20","0","0","30.6","5.7","0","30.6","0","0"
"7","1","21","0","0","28.9","4.6","0","28.9","0","0"
"7","1","22","0","0","27.8","4.1","0","27.8","0","0"
"7","1","23","0","0","26.7","3.6","0","26.7","0","0"
"7","2","0","0","0","26.1","3.1","0","26.1","0","0"
"7","2","1","0","0","26.1","4.1","0","26.1","0","0"
"7","2","2","0","0","25.6","3.6","0","25.6","0","0"
"7","2","3","0","0","25","2.1","0","25","0","0"
"7","2","4","0","0","25","2.6","0","25","0","0"
"7","2","5","6","7","25","2.6","6.789","23.666","23.5","0.813"
"7","2","6","28","50","25","3.1","46.648","24.679","157.978","132.768"
"7","2","7","60","171","26.7","2.1","173.87","29.865","572.889","538.925"
"7","2","8","484","187","27.8","3.1","420.91","36.654","1324.54","1270.981"
"7","2","9","476","286","28.9","2.1","610.048","44.276","1893.619","1822.023"
"7","2","10","607","224","31.1","2.6","739.004","48.979","2250.657","2166.336"
"7","2","11","790","207","32.2","2.6","952.927","55.211","2811.326","2704.83"
"7","2","12","755","229","32.8","2.1","975.849","58.258","2831.858","2724.5"
"7","2","13","384","279","33.9","2.6","652.524","50.63","1973.877","1899.515"
"7","2","14","496","328","33.3","1.5","762.68","54.712","2254.57","2170.103"
"7","2","15","690","195","35","1.5","704.008","55.213","2063.142","1985.639"
"7","2","16","438","200","35.6","2.1","436.32","47.462","1313.055","1259.832"
"7","2","17","307","168","35","0","259.605","46.762","754.732","716.469"
"7","2","18","117","75","33.9","0","78.909","37.79","234.315","207.604"
"7","2","19","13","15","32.2","0","14.322","31.116","47.852","24.719"
"7","2","20","0","0","30.6","2.6","0","30.6","0","0"
"7","2","21","0","0","29.4","4.1","0","29.4","0","0"
"7","2","22","0","0","28.3","3.6","0","28.3","0","0"
"7","2","23","0","0","27.8","4.6","0","27.8","0","0"
"7","3","0","0","0","27.2","3.6","0","27.2","0","0"
"7","3","1","0","0","26.7","2.1","0","26.7","0","0"
"7","3","2","0","0","26.1","2.1","0","26.1","0","0"
"7","3","3","0","0","26.1","2.6","0","26.1","0","0"
"7","3","4","0","0","25.6","3.6","0","25.6","0","0"
"7","3","5","0","3","25.6","3.6","2.91","24.344","10.04","0"
"7","3","6","34","45","26.1","3.6","42.707","25.733","143.174","118.249"
"7","3","7","610","65","27.8","3.1","226.654","31.867","638.053","602.581"
"7","3","8","717","87","29.4","2.6","442.293","39.398","1353.943","1299.52"
"7","3","9","753","131","30.6","3.1","652.419","45.277","2007.036","1931.516"
"7","3","10","825","150","31.7","3.6","847.853","50.235","2563.908","2467.528"
"7","3","11","470","295","32.8","2.1","742.243","52.478","2222.782","2139.493"
"7","3","12","746","200","32.8","2.6","934.258","55.382","2754.607","2650.476"
"7","3","13","762","233","34.4","4.6","969.306","54.3","2874.433","2765.274"
"7","3","14","709","207","35","3.6","831.939","53.763","2471.173","2378.45"
"7","3","15","342","343","36.7","6.2","586.927","47.041","1802.273","1733.758"
"7","3","16","229","161","32.2","7.2","282.325","36.483","902.559","860.593"
"7","3","17","126","177","26.7","3.1","207.396","30.874","672.901","636.607"
"7","3","18","147","74","27.8","3.1","79.761","28.834","242.044","215.179"
"7","3","19","23","17","28.3","3.1","15.335","27.52","52.129","28.917"
"7","3","20","0","0","27.8","3.1","0","27.8","0","0"
"7","3","21","0","0","27.2","4.1","0","27.2","0","0"
"7","3","22","0","0","27.2","3.6","0","27.2","0","0"
"7","3","23","0","0","26.7","3.1","0","26.7","0","0"
"7","4","0","0","0","26.1","3.6","0","26.1","0","0"
"7","4","1","0","0","26.1","3.6","0","26.1","0","0"
"7","4","2","0","0","26.1","3.1","0","26.1","0","0"
"7","4","3","0","0","25.6","2.6","0","25.6","0","0"
"7","4","4","0","0","25","2.6","0","25","0","0"
"7","4","5","10","7","25","2.1","6.789","23.579","23.51","0.822"
"7","4","6","127","58","25.6","3.6","53.01","25.461","170.152","144.706"
"7","4","7","329","133","26.7","4.1","212.441","30.122","649.755","614.008"
"7","4","8","427","188","28.3","4.1","393.204","35.891","1244.145","1192.912"
"7","4","9","408","227","30.6","4.6","506.669","40.48","1603.112","1541.069"
"7","4","10","550","310","31.1","4.6","773.59","46.508","2387.531","2298.043"
"7","4","11","716","277","32.8","4.6","955.882","52.204","2866.617","2757.789"
"7","4","12","495","271","33.3","3.6","763.23","50.633","2308.983","2222.479"
"7","4","13","449","350","33.9","3.6","785.035","51.307","2366.159","2277.488"
"7","4","14","719","296","33.9","4.1","927.127","53.474","2758.663","2654.364"
"7","4","15","600","216","30","7.2","659.285","40.523","2088.767","2010.35"
"7","4","16","272","258","27.8","4.1","398.41","36.359","1278.145","1225.935"
"7","4","17","186","175","27.8","3.1","225.794","32.697","718.186","680.809"
"7","4","18","77","88","27.8","4.1","85.74","28.876","275.201","247.666"
"7","4","19","20","23","26.7","2.6","20.783","25.98","71.166","47.602"
"7","4","20","0","0","26.7","4.1","0","26.7","0","0"
"7","4","21","0","0","26.1","3.1","0","26.1","0","0"
"7","4","22","0","0","25.6","4.1","0","25.6","0","0"
"7","4","23","0","0","25.6","3.1","0","25.6","0","0"
"7","5","0","0","0","25.6","2.6","0","25.6","0","0"
"7","5","1","0","0","25","2.1","0","25","0","0"
"7","5","2","0","0","25","2.1","0","25","0","0"
"7","5","3","0","0","25","1.5","0","25","0","0"
"7","5","4","0","0","25","1.5","0","25","0","0"
"7","5","5","5","5","25","1.5","4.849","23.386","16.808","0"
"7","5","6","112","60","26.1","2.6","55.55","26.004","180.046","154.407"
"7","5","7","151","124","27.2","3.1","156.447","29.647","497.192","464.934"
"7","5","8","550","168","27.8","2.6","434.765","37.428","1357.953","1303.411"
"7","5","9","594","192","30.6","3.6","602.32","43.517","1872.95","1802.057"
"7","5","10","521","224","31.7","3.6","666.819","46.323","2059.59","1982.214"
"7","5","11","699","229","32.8","4.1","893.397","51.506","2689.268","2587.827"
"7","5","12","597","339","33.3","3.6","930.691","53.994","2765.041","2660.477"
"7","5","13","746","237","34.4","4.1","958.938","54.855","2835.121","2727.625"
"7","5","14","356","327","29.4","5.7","640.705","41.287","2033.306","1956.861"
"7","5","15","532","231","33.9","5.7","622.803","45.112","1928.115","1855.337"
"7","5","16","91","294","32.8","6.2","329.34","38.399","1055.239","1009.254"
"7","5","17","533","108","30","6.2","282.226","34.366","841.717","801.298"
"7","5","18","187","77","30","5.2","86.511","31.071","254.499","227.383"
"7","5","19","52","19","28.9","4.1","16.028","28.227","54.3","31.049"
"7","5","20","0","0","28.3","3.6","0","28.3","0","0"
"7","5","21","0","0","27.8","4.1","0","27.8","0","0"
"7","5","22","0","0","27.2","4.1","0","27.2","0","0"
"7","5","23","0","0","26.7","3.6","0","26.7","0","0"
"7","6","0","0","0","25.6","3.1","0","25.6","0","0"
"7","6","1","0","0","25.6","4.1","0","25.6","0","0"
"7","6","2","0","0","25","2.1","0","25","0","0"
"7","6","3","0","0","25","3.1","0","25","0","0"
"7","6","4","0","0","25","2.1","0","25","0","0"
"7","6","5","11","7","24.4","2.1","6.789","22.96","23.578","0.889"
"7","6","6","433","34","25.6","2.1","40.165","25.065","99.68","75.583"
"7","6","7","352","127","27.2","2.1","212.677","31.371","642.023","606.457"
"7","6","8","225","168","28.3","3.1","272.726","33.848","878.178","836.836"
"7","6","9","453","310","30","2.1","616.538","45.107","1906.276","1834.248"
"7","6","10","852","135","31.1","2.1","852.428","52.838","2541.769","2446.269"
"7","6","11","750","247","32.2","3.6","959.19","53.43","2857.496","2749.055"
"7","6","12","668","244","32.8","4.6","906.928","51.561","2730.073","2626.956"
"7","6","13","714","283","33.9","3.6","973.604","55.492","2868.52","2759.611"
"7","6","14","602","223","32.8","5.7","755.755","46.807","2330.066","2242.767"
"7","6","15","183","279","31.1","6.2","406.398","38.149","1307.423","1254.364"
"7","6","16","478","163","30.6","4.6","424.608","38.854","1332.404","1278.614"
"7","6","17","404","122","30","4.1","251.205","35.033","758.222","719.873"
"7","6","18","148","87","28.9","4.1","92.201","30.192","281.876","254.206"
"7","6","19","16","24","27.8","4.1","21.521","27.224","73.258","49.655"
"7","6","20","0","0","26.7","3.6","0","26.7","0","0"
"7","6","21","0","0","25.6","3.1","0","25.6","0","0"
"7","6","22","0","0","25","2.6","0","25","0","0"
"7","6","23","0","0","25","3.1","0","25","0","0"
"7","7","0","0","0","25","3.1","0","25","0","0"
"7","7","1","0","0","23.9","3.6","0","23.9","0","0"
"7","7","2","0","0","23.9","3.1","0","23.9","0","0"
"7","7","3","0","0","23.3","2.1","0","23.3","0","0"
"7","7","4","0","0","23.9","2.6","0","23.9","0","0"
"7","7","5","0","0","23.9","2.6","0","23.9","0","0"
"7","7","6","123","48","24.4","3.1","44.415","23.992","142.807","117.889"
"7","7","7","105","132","26.1","3.1","151.055","28.368","490.891","458.773"
"7","7","8","718","162","27.2","4.1","512.878","37.176","1597.31","1535.45"
"7","7","9","587","234","28.9","3.6","636.236","42.708","1987.857","1913.008"
"7","7","10","511","276","28.9","4.6","708.063","43.204","2222.974","2139.679"
"7","7","11","411","404","29.4","4.1","793.539","46.208","2456.985","2364.815"
"7","7","12","598","262","30","3.6","856.378","49.021","2613.101","2514.75"
"7","7","13","750","250","32.2","5.2","976.59","50.911","2949.609","2837.231"
"7","7","14","606","285","32.8","3.6","819.607","51.358","2466.988","2374.428"
"7","7","15","795","135","32.2","4.1","724.844","47.784","2209.218","2126.43"
"7","7","16","542","140","32.2","3.6","439.863","42.226","1353.794","1299.375"
"7","7","17","615","83","31.1","3.6","286.643","37.208","831.468","791.307"
"7","7","18","379","54","31.1","3.1","84.927","32.537","211.926","185.66"
"7","7","19","55","22","29.4","3.1","18.4","28.741","62.183","38.786"
"7","7","20","0","0","28.3","2.6","0","28.3","0","0"
"7","7","21","0","0","27.8","3.6","0","27.8","0","0"
"7","7","22","0","0","26.7","5.7","0","26.7","0","0"
"7","7","23","0","0","26.1","4.1","0","26.1","0","0"
"7","8","0","0","0","25.6","4.1","0","25.6","0","0"
"7","8","1","0","0","24.4","4.1","0","24.4","0","0"
"7","8","2","0","0","23.9","4.1","0","23.9","0","0"
"7","8","3","0","0","23.9","3.1","0","23.9","0","0"
"7","8","4","0","0","23.3","3.1","0","23.3","0","0"
"7","8","5","13","5","23.3","2.6","4.849","21.881","16.926","0"
"7","8","6","83","53","24.4","3.1","48.776","24.108","161.459","136.181"
"7","8","7","188","154","25","4.6","192.711","27.806","617.307","582.318"
"7","8","8","473","204","27.2","4.6","430.153","35.129","1365.256","1310.498"
"7","8","9","775","193","29.4","4.1","727.337","44.343","2250.135","2165.833"
"7","8","10","588","254","29.4","6.2","752.352","42.303","2372.567","2283.652"
"7","8","11","739","221","30","4.6","923.872","48.79","2821.539","2714.614"
"7","8","12","613","281","30.6","5.7","889.948","46.897","2746.102","2642.323"
"7","8","13","684","274","31.7","4.6","937.268","50.954","2830.239","2722.948"
"7","8","14","398","327","31.1","4.6","678.614","45.357","2108.939","2029.799"
"7","8","15","88","405","30","7.2","454.953","37.054","1474.369","1416.329"
"7","8","16","83","248","30","2.1","282.018","37.261","908.47","866.352"
"7","8","17","91","178","28.9","5.2","196.884","32.046","639.995","604.477"
"7","8","18","401","57","28.3","4.6","90.124","29.353","228.503","201.909"
"7","8","19","72","16","27.8","3.1","12.385","26.96","42.213","19.184"
"7","8","20","0","0","26.7","3.6","0","26.7","0","0"
"7","8","21","0","0","26.1","3.6","0","26.1","0","0"
"7","8","22","0","0","25.6","2.1","0","25.6","0","0"
"7","8","23","0","0","23.9","2.6","0","23.9","0","0"
"7","9","0","0","0","23.9","2.1","0","23.9","0","0"
"7","9","1","0","0","23.9","3.1","0","23.9","0","0"
"7","9","2","0","0","24.4","2.6","0","24.4","0","0"
"7","9","3","0","0","23.3","3.1","0","23.3","0","0"
"7","9","4","0","0","23.3","3.6","0","23.3","0","0"
"7","9","5","2","3","23.3","4.1","2.91","22.034","10.148","0"
"7","9","6","137","60","23.9","4.6","53.994","23.758","175.502","149.952"
"7","9","7","219","134","25.6","5.7","182.839","27.931","577.312","543.246"
"7","9","8","187","271","27.2","3.6","349.116","34.083","1132.158","1084.073"
"7","9","9","216","342","28.3","4.6","479.224","37.512","1544.525","1484.321"
"7","9","10","171","414","30","4.1","549.074","41.361","1742.095","1675.572"
"7","9","11","197","422","31.1","4.1","602.263","43.689","1889.475","1818.021"
"7","9","12","329","415","31.7","5.7","739.448","44.902","2305.624","2219.248"
"7","9","13","252","434","31.7","4.1","676.016","46.148","2094.105","2015.497"
"7","9","14","201","406","32.2","3.1","575.158","45.67","1785.26","1717.311"
"7","9","15","667","248","34.4","4.1","741.912","49.873","2239.666","2155.753"
"7","9","16","696","134","33.9","3.6","520.221","45.684","1569.405","1508.423"
"7","9","17","471","115","32.8","4.6","268.074","38.148","790.679","751.533"
"7","9","18","371","63","31.7","4.1","92.159","33.096","236.572","209.816"
"7","9","19","25","12","30.6","2.1","11.117","29.753","37.389","14.448"
"7","9","20","0","0","28.9","2.1","0","28.9","0","0"
"7","9","21","0","0","28.9","3.1","0","28.9","0","0"
"7","9","22","0","0","27.8","3.6","0","27.8","0","0"
"7","9","23","0","0","26.7","3.1","0","26.7","0","0"
"7","10","0","0","0","26.1","3.1","0","26.1","0","0"
"7","10","1","0","0","26.1","4.1","0","26.1","0","0"
"7","10","2","0","0","25.6","2.1","0","25.6","0","0"
"7","10","3","0","0","25.6","2.1","0","25.6","0","0"
"7","10","4","0","0","25.6","2.1","0","25.6","0","0"
"7","10","5","0","3","25.6","2.1","2.91","24.084","10.052","0"
"7","10","6","6","42","26.1","2.1","39.525","25.552","135.133","110.363"
"7","10","7","7","115","26.7","2.1","109.887","28.158","371.026","341.504"
"7","10","8","6","237","26.7","2.1","226.77","31.444","755.892","717.6"
"7","10","9","2","242","26.7","2.6","231.86","31.589","772.829","734.123"
"7","10","10","6","212","26.1","3.1","207.604","30.147","696.827","659.964"
"7","10","11","7","283","25.6","3.6","278.099","30.947","929.907","887.236"
"7","10","12","87","279","23.9","2.1","362.896","32.654","1203.419","1153.344"
"7","10","13","278","410","25.6","2.6","677.641","41.531","2149.702","2069.089"
"7","10","14","214","410","29.4","2.6","590.73","44.036","1849.162","1779.075"
"7","10","15","349","280","30","4.1","533.693","41.252","1687.96","1623.201"
"7","10","16","254","223","30.6","4.6","356.868","37.713","1136.772","1088.559"
"7","10","17","145","185","30.6","3.6","221.892","35.106","703.793","666.762"
"7","10","18","2","42","30","3.6","40.05","30.17","134.048","109.298"
"7","10","19","0","20","28.9","3.1","18.652","28.121","63.221","39.804"
"7","10","20","0","0","28.9","3.6","0","28.9","0","0"
"7","10","21","0","0","27.8","2.6","0","27.8","0","0"
"7","10","22","0","0","27.2","5.2","0","27.2","0","0"
"7","10","23","0","0","26.1","4.1","0","26.1","0","0"
"7","11","0","0","0","26.1","4.1","0","26.1","0","0"
"7","11","1","0","0","25.6","4.6","0","25.6","0","0"
"7","11","2","0","0","25.6","5.7","0","25.6","0","0"
"7","11","3","0","0","25.6","5.7","0","25.6","0","0"
"7","11","4","0","0","25.6","5.2","0","25.6","0","0"
"7","11","5","3","3","25.6","4.1","2.91","24.41","10.037","0"
"7","11","6","3","38","25.6","5.2","35.968","25.166","123.4","98.853"
"7","11","7","15","132","25.6","6.2","127.434","26.84","431.615","400.797"
"7","11","8","8","241","26.1","5.2","231.504","29.608","778.358","739.516"
"7","11","9","7","326","26.7","4.6","315.384","32.364","1047.137","1001.37"
"7","11","10","5","397","27.2","3.1","384.843","35.555","1258.141","1206.507"
"7","11","11","6","428","28.3","2.1","417.739","38.781","1343.938","1289.809"
"7","11","12","3","496","29.4","2.6","482.304","40.836","1535.638","1475.71"
"7","11","13","1","496","30.6","3.1","479.735","41.508","1522.242","1462.73"
"7","11","14","1","464","31.1","0","446.952","49.369","1361.411","1306.767"
"7","11","15","1","394","27.8","4.1","377.103","35.502","1233.181","1182.261"
"7","11","16","0","172","27.8","2.1","163.323","31.741","544.029","510.721"
"7","11","17","1","181","27.8","2.6","169.714","31.016","567.145","533.312"
"7","11","18","110","58","27.8","2.1","62.966","28.465","192.302","166.423"
"7","11","19","6","7","23.9","4.1","6.695","22.837","23.264","0.581"
"7","11","20","0","0","25","2.6","0","25","0","0"
"7","11","21","0","0","25","3.6","0","25","0","0"
"7","11","22","0","0","24.4","2.1","0","24.4","0","0"
"7","11","23","0","0","24.4","3.1","0","24.4","0","0"
"7","12","0","0","0","24.4","2.6","0","24.4","0","0"
"7","12","1","0","0","25","3.1","0","25","0","0"
"7","12","2","0","0","24.4","4.1","0","24.4","0","0"
"7","12","3","0","0","24.4","3.1","0","24.4","0","0"
"7","12","4","0","0","25","3.1","0","25","0","0"
"7","12","5","0","2","25.6","3.6","1.94","24.305","6.694","0"
"7","12","6","12","48","25.6","3.6","44.623","25.26","152.411","127.308"
"7","12","7","1","114","26.7","4.1","107.367","27.85","364.199","334.821"
"7","12","8","4","197","27.2","4.6","188.389","30.071","632.23","596.894"
"7","12","9","10","288","28.3","3.6","281.243","33.714","927.517","884.908"
"7","12","10","193","410","28.9","4.1","564.094","40.197","1800.209","1731.763"
"7","12","11","379","509","30","3.1","864.083","49.612","2628","2529.049"
"7","12","12","42","416","32.2","3.6","448.918","42.704","1415.762","1359.498"
"7","12","13","82","333","32.8","4.1","409.243","41.223","1300.373","1247.519"
"7","12","14","511","332","32.8","4.6","784.437","48.258","2400.882","2310.882"
"7","12","15","362","323","34.4","4.6","585.663","46.579","1802.646","1734.119"
"7","12","16","429","187","33.9","6.2","422.613","41.076","1315.028","1261.747"
"7","12","17","90","178","32.8","5.7","196.878","36.053","627.738","592.506"
"7","12","18","172","85","32.2","4.1","92.332","33.475","273.246","245.751"
"7","12","19","16","15","30.6","4.6","13.655","29.967","45.878","22.781"
"7","12","20","0","0","29.4","3.6","0","29.4","0","0"
"7","12","21","0","0","28.3","3.6","0","28.3","0","0"
"7","12","22","0","0","27.8","5.7","0","27.8","0","0"
"7","12","23","0","0","26.7","4.1","0","26.7","0","0"
"7","13","0","0","0","26.1","5.2","0","26.1","0","0"
"7","13","1","0","0","25.6","4.6","0","25.6","0","0"
"7","13","2","0","0","25.6","4.6","0","25.6","0","0"
"7","13","3","0","0","25.6","4.1","0","25.6","0","0"
"7","13","4","0","0","25.6","3.6","0","25.6","0","0"
"7","13","5","0","1","25","3.6","0.97","23.681","3.357","0"
"7","13","6","26","50","25.6","3.1","45.705","25.26","155.133","129.978"
"7","13","7","158","143","26.1","4.6","174.468","28.551","559.071","525.422"
"7","13","8","336","223","27.8","4.1","378.667","35.006","1209.771","1159.515"
"7","13","9","586","207","29.4","4.6","611.049","41.327","1921.841","1849.279"
"7","13","10","739","183","30.6","5.7","808.827","45.035","2514.143","2419.734"
"7","13","11","847","132","31.1","3.6","931.13","51.689","2799.977","2693.957"
"7","13","12","838","142","32.8","3.6","965.73","54.301","2864.309","2755.578"
"7","13","13","697","219","33.9","5.7","898.691","50.447","2721.139","2618.39"
"7","13","14","753","170","34.4","5.7","837.642","49.784","2542.071","2446.558"
"7","13","15","764","135","35","5.7","705.44","47.966","2148.713","2068.136"
"7","13","16","747","114","35.6","5.2","531.619","45.851","1600.537","1538.575"
"7","13","17","633","84","35","6.2","295.63","39.96","846.654","806.11"
"7","13","18","409","52","33.9","5.7","86.957","35.024","210.14","183.91"
"7","13","19","42","17","31.7","5.7","14.41","31.164","48.135","24.996"
"7","13","20","0","0","30.6","5.2","0","30.6","0","0"
"7","13","21","0","0","28.9","5.7","0","28.9","0","0"
"7","13","22","0","0","27.2","5.2","0","27.2","0","0"
"7","13","23","0","0","26.7","6.2","0","26.7","0","0"
"7","14","0","0","0","25.6","3.1","0","25.6","0","0"
"7","14","1","0","0","26.1","5.2","0","26.1","0","0"
"7","14","2","0","0","25.6","4.6","0","25.6","0","0"
"7","14","3","0","0","25.6","3.6","0","25.6","0","0"
"7","14","4","0","0","25.6","3.6","0","25.6","0","0"
"7","14","5","1","4","25.6","3.1","3.879","24.3","13.389","0"
"7","14","6","44","61","26.1","3.6","54.276","25.997","182.726","157.034"
"7","14","7","261","134","26.7","4.6","193.323","29.565","599.608","565.03"
"7","14","8","358","196","27.8","5.2","363.931","33.961","1165.322","1116.316"
"7","14","9","689","176","28.3","4.1","651.743","41.57","2045.229","1968.362"
"7","14","10","509","295","30","3.6","726.143","45.994","2247.196","2163.003"
"7","14","11","409","295","32.2","4.6","687.657","46.289","2128.198","2048.364"
"7","14","12","677","229","33.3","4.1","904.807","52.265","2713.454","2611.021"
"7","14","13","418","258","34.4","4.1","668.606","48.983","2040.386","1963.69"
"7","14","14","606","252","35","4.6","791.85","51.022","2387.819","2298.321"
"7","14","15","568","235","35.6","5.2","658.962","48.357","2006.115","1930.627"
"7","14","16","703","121","35.6","4.1","513.705","46.586","1542.017","1481.891"
"7","14","17","360","115","35","6.2","231.698","38.841","688.726","652.056"
"7","14","18","377","53","33.9","4.6","84.692","35.061","208.523","182.325"
"7","14","19","44","14","32.2","6.2","11.97","31.654","39.89","16.903"
"7","14","20","0","0","30.6","7.2","0","30.6","0","0"
"7","14","21","0","0","28.9","5.2","0","28.9","0","0"
"7","14","22","0","0","27.8","4.6","0","27.8","0","0"
"7","14","23","0","0","26.7","4.1","0","26.7","0","0"
"7","15","0","0","0","26.1","3.1","0","26.1","0","0"
"7","15","1","0","0","26.1","4.6","0","26.1","0","0"
"7","15","2","0","0","26.1","4.1","0","26.1","0","0"
"7","15","3","0","0","25.6","3.1","0","25.6","0","0"
"7","15","4","0","0","25.6","3.1","0","25.6","0","0"
"7","15","5","1","4","25.6","3.1","3.879","24.294","13.389","0"
"7","15","6","42","48","25.6","4.1","44.35","25.278","149.479","124.433"
"7","15","7","122","152","27.2","4.1","172.828","29.767","557.295","523.686"
"7","15","8","575","177","28.3","6.2","453.778","35.389","1430.68","1373.967"
"7","15","9","537","228","28.9","4.6","596.288","40.655","1882.944","1811.712"
"7","15","10","601","262","28.9","4.6","772.437","44.417","2409.635","2319.298"
"7","15","11","789","228","32.8","4.6","980.686","52.683","2933.431","2821.75"
"7","15","12","553","261","33.3","4.1","814.974","50.983","2460.966","2368.641"
"7","15","13","605","225","34.4","5.7","817.338","49.312","2489.845","2396.392"
"7","15","14","435","254","35","5.7","642.715","46.823","1981.988","1907.344"
"7","15","15","758","170","35.6","4.6","737.226","50.513","2216.384","2133.331"
"7","15","16","575","159","33.9","4.6","479.792","43.896","1465.968","1408.184"
"7","15","17","162","177","31.1","7.2","221.015","34.282","701.148","664.18"
"7","15","18","394","53","30.6","4.1","86.494","31.754","214.759","188.438"
"7","15","19","31","16","30.6","3.6","14.472","29.922","48.633","25.486"
"7","15","20","0","0","30","4.6","0","30","0","0"
"7","15","21","0","0","28.9","4.1","0","28.9","0","0"
"7","15","22","0","0","28.3","5.2","0","28.3","0","0"
"7","15","23","0","0","27.2","5.2","0","27.2","0","0"
"7","16","0","0","0","26.1","5.2","0","26.1","0","0"
"7","16","1","0","0","25.6","4.1","0","25.6","0","0"
"7","16","2","0","0","25.6","4.6","0","25.6","0","0"
"7","16","3","0","0","25","4.1","0","25","0","0"
"7","16","4","0","0","25","3.6","0","25","0","0"
"7","16","5","1","3","24.4","3.1","2.91","23.04","10.101","0"
"7","16","6","14","57","25","3.6","51.555","24.803","176.582","151.011"
"7","16","7","4","113","26.1","5.2","107.224","27.117","364.385","335.004"
"7","16","8","148","227","27.8","5.2","289.143","32.409","945.87","902.784"
"7","16","9","463","282","29.4","3.1","597.466","42.516","1871.254","1800.419"
"7","16","10","609","266","31.1","6.2","783.304","44.398","2443.792","2352.134"
"7","16","11","699","244","31.7","5.7","912.156","48.216","2794.358","2688.572"
"7","16","12","433","399","32.2","6.2","833.254","46.747","2573.278","2476.524"
